AFGL2591 1 20.0 2.995990668132231e+25 0.9381067558979125 10.0 1.925948303880847e+25 0.6030543200947667
W3H2O 1 20.0 1.9924698535339154e+26 2.2915834550411343 10.0 1.2808416303342085e+26 1.47312416466221
